date,temperature,illuminance,occupancy,humidity,contact,feedback,linkquality
2019-02-15 16:35:39.609000+00:00,18.42,,,55.87,,,
2019-02-15 17:00:05.112000+00:00,17.3,,,57.0,,,
2019-02-15 17:26:22.595000+00:00,18.39,,,55.88,,,
2019-02-15 18:00:04.980000+00:00,16.1,,,63.0,,,
2019-02-15 18:17:25.775000+00:00,18.36,,,56.03,,,
2019-02-15 18:17:25.826000+00:00,18.36,,,56.09,,,
2019-02-15 18:17:25.827000+00:00,18.36,,,56.09,,,
2019-02-15 18:23:27.421000+00:00,18.36,,,56.09,,,
2019-02-15 19:00:04.889000+00:00,14.9,,,69.0,,,
2019-02-15 19:16:51.054000+00:00,18.35,,,56.07,,,
2019-02-15 20:00:05.138000+00:00,13.8,,,72.0,,,
2019-02-15 20:14:25.639000+00:00,18.31,,,56.28,,,
2019-02-15 21:00:05.168000+00:00,12.3,,,82.0,,,
